食品群,食品番号,索引番号,食品名　100gあたり栄養素,エネルギー kcal,たんぱく質 g,脂質 g,炭水化物 g,食塩相当量 g
01,01001,0001,アマランサス　玄穀,343,12.7,6.0,64.9,0
01,01002,0002,あわ　精白粒,346,11.2,4.4,69.7,0
01,01003,0003,あわ　あわもち,210,5.1,1.3,45.3,0
01,01004,0004,えんばく　オートミール,350,13.7,5.7,69.1,0
01,01005,0005,おおむぎ　七分つき押麦,343,10.9,2.1,72.1,0
01,01006,0006,おおむぎ　押麦　乾,329,6.7,1.5,78.3,0
01,01170,0007,おおむぎ　押麦　めし,118,2.2,0.5,28.5,0
01,01007,0008,おおむぎ　米粒麦,333,7.0,2.1,76.2,0
01,01008,0009,おおむぎ　大麦めん　乾,343,12.9,1.7,68.0,2.8
01,01009,0010,おおむぎ　大麦めん　ゆで,121,4.8,0.6,24.3,0.2
01,01010,0011,おおむぎ　麦こがし,368,12.5,5.0,77.1,0
01,01167,0012,キヌア　玄穀,344,13.4,3.2,69.0,0.1
01,01011,0013,きび　精白粒,353,11.3,3.3,70.9,0
01,01012,0014,こむぎ　［玄穀］　国産　普通,329,10.8,3.1,72.1,0
01,01013,0015,こむぎ　［玄穀］　輸入　軟質,344,10.1,3.3,75.2,0
01,01014,0016,こむぎ　［玄穀］　輸入　硬質,332,13.0,3.0,69.4,0
01,01015,0017,こむぎ　［小麦粉］　薄力粉　1等,349,8.3,1.5,75.8,0
01,01016,0018,こむぎ　［小麦粉］　薄力粉　2等,345,9.3,1.9,74.3,0
01,01018,0019,こむぎ　［小麦粉］　中力粉　1等,337,9.0,1.6,75.1,0
01,01019,0020,こむぎ　［小麦粉］　中力粉　2等,346,9.7,1.8,74.0,0
01,01020,0021,こむぎ　［小麦粉］　強力粉　1等,337,11.8,1.5,71.7,0
01,01021,0022,こむぎ　［小麦粉］　強力粉　2等,343,12.6,1.7,70.6,0
01,01023,0023,こむぎ　［小麦粉］　強力粉　全粒粉,320,12.8,2.9,68.2,0
01,01146,0024,こむぎ　［小麦粉］　プレミックス粉　お好み焼き用,335,10.1,1.9,73.6,3.7
01,01024,0025,こむぎ　［小麦粉］　プレミックス粉　ホットケーキ用,360,7.8,4.0,74.4,1
01,01147,0026,こむぎ　［小麦粉］　プレミックス粉　から揚げ用,311,10.2,1.2,70.0,9.7
01,01025,0027,こむぎ　［小麦粉］　プレミックス粉　天ぷら用,337,8.8,1.3,76.1,0.5
01,01171,0028,こむぎ　［小麦粉］　プレミックス粉　天ぷら用　バッター,132,3.3,0.5,30.2,0.2
01,01172,0029,こむぎ　［小麦粉］　プレミックス粉　天ぷら用　バッター　揚げ,588,4.3,47.7,37.0,0.2
01,01026,0030,こむぎ　［パン類］　角形食パン　食パン,248,8.9,4.1,46.4,1.2
01,01174,0031,こむぎ　［パン類］　角形食パン　焼き,269,9.7,4.5,50.6,1.3
01,01175,0032,こむぎ　［パン類］　角形食パン　耳を除いたもの,226,8.2,3.7,42.6,1.1
01,01176,0033,こむぎ　［パン類］　角形食パン　耳,273,9.7,4.5,50.8,1.3
01,01206,0034,こむぎ　［パン類］　食パン　リーンタイプ,246,8,3.7,47.5,1.3
01,01207,0035,こむぎ　［パン類］　食パン　リッチタイプ,256,7.8,6,45.6,1.0
01,01205,0036,こむぎ　［パン類］　山形食パン　食パン,246,7.8,3.5,47.9,1.3
01,01028,0037,こむぎ　［パン類］　コッペパン,273,9.2,3.8,54.7,1
01,01213,0037-1,こむぎ　［パン類］　バンズ,274,10.4,4.8,50.6,1.2
01,01030,0038,こむぎ　［パン類］　乾パン,386,9.5,4.4,78.8,1.2
01,01031,0039,こむぎ　［パン類］　フランスパン,289,9.4,1.3,57.5,1.6
01,01032,0040,こむぎ　［パン類］　ライ麦パン,252,8.4,2.2,52.7,1.2
01,01208,0041,こむぎ　［パン類］　全粒粉パン,251,7.9,5.7,45.5,1
01,01033,0042,こむぎ　［パン類］　ぶどうパン,263,8.2,3.5,51.1,1
01,01034,0043,こむぎ　［パン類］　ロールパン,309,10.1,9.0,48.6,1.2
01,01209,0044,こむぎ　［パン類］　クロワッサン　レギュラータイプ,406,6.5,20.4,51.5,1.4
01,01035,0045,こむぎ　［パン類］　クロワッサン　リッチタイプ,438,7.9,26.8,43.9,1.2
01,01210,0046,こむぎ　［パン類］　くるみパン,292,8.2,12.6,38.7,0.8
01,01036,0047,こむぎ　［パン類］　イングリッシュマフィン,224,8.1,3.6,40.8,1.2
01,01037,0048,こむぎ　［パン類］　ナン,257,10.3,3.4,47.6,1.3
01,01148,0049,こむぎ　［パン類］　ベーグル,270,9.6,2.0,54.6,1.2
01,01038,0050,こむぎ　［うどん・そうめん類］　うどん　生,249,6.1,0.6,56.8,2.5
01,01039,0051,こむぎ　［うどん・そうめん類］　うどん　ゆで,95,2.6,0.4,21.6,0.3
01,01186,0052,こむぎ　［うどん・そうめん類］　うどん　半生うどん,296,7.8,3.4,62.5,3
01,01041,0053,こむぎ　［うどん・そうめん類］　干しうどん　乾,333,8.5,1.1,71.9,4.3
01,01042,0054,こむぎ　［うどん・そうめん類］　干しうどん　ゆで,117,3.1,0.5,25.8,0.5
01,01043,0055,こむぎ　［うどん・そうめん類］　そうめん・ひやむぎ　乾,333,9.5,1.1,72.7,3.8
01,01044,0056,こむぎ　［うどん・そうめん類］　そうめん・ひやむぎ　ゆで,114,3.5,0.4,25.8,0.2
01,01045,0057,こむぎ　［うどん・そうめん類］　手延そうめん・手延ひやむぎ　乾,312,9.3,1.5,68.9,5.8
01,01046,0058,こむぎ　［うどん・そうめん類］　手延そうめん・手延ひやむぎ　ゆで,119,3.5,0.6,25.5,0.3
01,01047,0059,こむぎ　［中華めん類］　中華めん　生,249,8.6,1.2,55.7,1
01,01048,0060,こむぎ　［中華めん類］　中華めん　ゆで,133,4.9,0.6,29.2,0.2
01,01187,0061,こむぎ　［中華めん類］　半生中華めん　,305,9.9,4,61.2,1.2
01,01049,0062,こむぎ　［中華めん類］　蒸し中華めん　蒸し中華めん,162,4.9,1.7,35.6,0.3
01,01188,0063,こむぎ　［中華めん類］　蒸し中華めん  ソテー,211,5.2,4.9,38.9,0.3
01,01050,0064,こむぎ　［中華めん類］　干し中華めん　乾,337,11.7,1.6,70.2,1
01,01051,0065,こむぎ　［中華めん類］　干し中華めん　ゆで,131,4.9,0.5,27.5,0.2
01,01052,0066,こむぎ　［中華めん類］　沖縄そば　生,266,9.2,2.0,54.2,2.1
01,01053,0067,こむぎ　［中華めん類］　沖縄そば　ゆで,132,5.2,0.8,28.0,0.4
01,01054,0068,こむぎ　［中華めん類］　干し沖縄そば　乾,317,12.0,1.7,67.8,4.3
01,01055,0069,こむぎ　［中華めん類］　干し沖縄そば　ゆで,132,5.2,0.6,28.6,0.5
01,01056,0070,こむぎ　［即席めん類］　即席中華めん　油揚げ味付け,424,10.1,16.7,63.5,6.4
01,01057,0071,こむぎ　［即席めん類］　即席中華めん　油揚げ　乾　（添付調味料等を含むもの）,439,10.1,19.1,61.4,5.6
01,01198,0072,こむぎ　［即席めん類］　即席中華めん　油揚げ　調理後全体　（添付調味料等を含むもの）,100,2.3,4.4,13.4,1.1
01,01189,0073,こむぎ　［即席めん類］　即席中華めん　油揚げ　ゆで　（添付調味料等を含まないもの）,189,3.9,7.7,27.9,0.4
01,01144,0074,こむぎ　［即席めん類］　即席中華めん　油揚げ　乾　（添付調味料等を含まないもの）,453,8.9,19.6,65.5,1.5
01,01058,0075,こむぎ　［即席めん類］　即席中華めん　非油揚げ　乾　（添付調味料等を含むもの）,336,10.3,5.2,67.1,6.9
01,01199,0076,こむぎ　［即席めん類］　即席中華めん　非油揚げ　調理後全体　（添付調味料等を含むもの）,93,3,0.8,18.7,1.1
01,01190,0077,こむぎ　［即席めん類］　即席中華めん　非油揚げ　ゆで　（添付調味料等を含まないもの）,139,3.4,0.8,31.0,0.6
01,01145,0078,こむぎ　［即席めん類］　即席中華めん　非油揚げ　乾　（添付調味料等を含まないもの）,334,8.5,1.9,75.2,3
01,01193,0079,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　塩味　乾　（添付調味料等を含むもの）,422,10.9,18.5,58.6,5.8
01,01201,0080,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　塩味　調理後全体　（添付調味料等を含むもの）,92,2.5,4.2,13.2,1.3
01,01194,0081,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　塩味　調理後のめん　（スープを残したもの）,175,3.8,7.7,25.2,1.1
01,01191,0082,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　しょうゆ味　乾　（添付調味料等を含むもの）,417,10.0,19.1,54.6,6.3
01,01200,0083,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　しょうゆ味　調理後全体　（添付調味料等を含むもの）,90,2.3,4.5,12.9,1.5
01,01192,0084,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　しょうゆ味　調理後のめん　（スープを残したもの）,142,3.0,5.8,20.7,1.1
01,01060,0085,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　焼きそば　乾　（添付調味料等を含むもの）,418,8.2,18.6,57.5,3.8
01,01202,0086,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　焼きそば　調理後全体　（添付調味料等を含むもの）,222,5,11.3,34.2,2.3
01,01061,0087,こむぎ　［即席めん類］　中華スタイル即席カップめん　非油揚げ　乾　（添付調味料等を含むもの）,314,9.2,5.8,62.6,7.1
01,01203,0088,こむぎ　［即席めん類］　中華スタイル即席カップめん　非油揚げ　調理後全体　（添付調味料等を含むもの）,66,2.5,2.1,10.2,1.4
01,01195,0089,こむぎ　［即席めん類］　中華スタイル即席カップめん　非油揚げ　調理後のめん　（スープを残したもの）,121,3.4,1.3,25.3,1
01,01062,0090,こむぎ　［即席めん類］　和風スタイル即席カップめん　油揚げ　乾　（添付調味料等を含むもの）,437,10.9,19.8,56.1,6.7
01,01204,0091,こむぎ　［即席めん類］　和風スタイル即席カップめん　油揚げ　調理後全体　（添付調味料等を含むもの）,91,2.2,4.7,11.2,1.4
01,01196,0092,こむぎ　［即席めん類］　和風スタイル即席カップめん　油揚げ　調理後のめん　（スープを残したもの）,163,2.7,7.2,24.4,1.1
01,01063,0093,こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　乾,347,12.9,1.8,73.1,0
01,01064,0094,こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　ゆで,150,5.8,0.9,32.2,1.2
01,01173,0095,こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　ソテー,186,5.5,5.8,30.5,1.1
01,01149,0096,こむぎ　［マカロニ・スパゲッティ類］　生パスタ　生,232,7.8,1.9,46.9,1.2
01,01065,0097,こむぎ　［ふ類］　生ふ,161,12.7,0.8,26.2,0
01,01066,0098,こむぎ　［ふ類］　焼きふ　釜焼きふ,357,28.5,2.7,56.9,0
01,01067,0099,こむぎ　［ふ類］　焼きふ　板ふ,351,25.6,3.3,57.3,0.5
01,01068,0100,こむぎ　［ふ類］　焼きふ　車ふ,361,30.2,3.4,54.2,0.3
01,01177,0101,こむぎ　［ふ類］　油ふ,547,22.7,35.3,34.4,0.1
01,01070,0102,こむぎ　［その他］　小麦はいが,391,32.0,11.6,48.3,0
01,01071,0103,こむぎ　［その他］　小麦たんぱく　粉末状,398,72.0,9.7,10.6,0.2
01,01072,0104,こむぎ　［その他］　小麦たんぱく　粒状,101,20.0,2.0,1.8,0.1
01,01073,0105,こむぎ　［その他］　小麦たんぱく　ペースト状,145,25.0,4.1,3.9,0.6
01,01178,0106,こむぎ　［その他］　かやきせんべい,359,10.6,1.9,75.1,2.5
01,01074,0107,こむぎ　［その他］　ぎょうざの皮　生,275,9.3,1.4,57.0,0
01,01075,0108,こむぎ　［その他］　しゅうまいの皮　生,275,8.3,1.4,58.9,0
01,01179,0109,こむぎ　［その他］　春巻きの皮　生,288,8.3,1.6,62.2,1.1
01,01180,0110,こむぎ　［その他］　春巻きの皮　揚げ,512,7.2,30.7,53.7,0.9
01,01076,0111,こむぎ　［その他］　ピザ生地,265,9.1,3.0,51.1,1.3
01,01069,0112,こむぎ　［その他］　ちくわぶ,160,7.1,1.2,31.1,0
01,01077,0113,こむぎ　［その他］　パン粉　生,277,11.0,5.1,47.6,0.9
01,01078,0114,こむぎ　［その他］　パン粉　半生,315,12.5,5.8,54.3,1
01,01079,0115,こむぎ　［その他］　パン粉　乾燥,349,14.9,4.1,67.4,1.4
01,01150,0116,こむぎ　［その他］　冷めん　生,249,3.9,0.7,57.6,1.3
01,01080,0117,こめ　［水稲穀粒］　玄米,346,6.8,2.7,74.3,0
01,01081,0118,こめ　［水稲穀粒］　半つき米,345,6.5,1.8,75.9,0
01,01082,0119,こめ　［水稲穀粒］　七分つき米,348,6.3,1.5,76.6,0
01,01083,0120,こめ　［水稲穀粒］　精白米　うるち米,342,6.1,0.9,77.6,0
01,01151,0121,こめ　［水稲穀粒］　精白米　もち米,343,6.4,1.2,77.2,0
01,01152,0122,こめ　［水稲穀粒］　精白米　インディカ米,347,7.4,0.9,77.7,0
01,01084,0123,こめ　［水稲穀粒］　はいが精米,343,6.5,2.0,75.8,0
01,01153,0124,こめ　［水稲穀粒］　発芽玄米,339,6.5,3.3,74.3,0
01,01181,0125,こめ　［水稲穀粒］　赤米,344,8.5,3.3,71.9,0
01,01182,0126,こめ　［水稲穀粒］　黒米,341,7.8,3.2,72.0,0
01,01085,0127,こめ　［水稲めし］　玄米,152,2.8,1.0,35.6,0
01,01086,0128,こめ　［水稲めし］　半つき米,154,2.7,0.6,36.4,0
01,01087,0129,こめ　［水稲めし］　七分つき米,160,2.6,0.5,36.7,0
01,01168,0130,こめ　［水稲めし］　精白米　インディカ米,184,3.8,0.4,41.5,0
01,01088,0131,こめ　［水稲めし］　精白米　うるち米,156,2.5,0.3,37.1,0
01,01154,0132,こめ　［水稲めし］　精白米　もち米,188,3.5,0.5,43.9,0
01,01089,0133,こめ　［水稲めし］　はいが精米,159,2.7,0.6,36.4,0
01,01155,0134,こめ　［水稲めし］　発芽玄米,161,3.0,1.4,35.0,0
01,01183,0135,こめ　［水稲めし］　赤米,150,3.8,1.3,32.7,0
01,01184,0136,こめ　［水稲めし］　黒米,150,3.6,1.4,32.2,0
01,01185,0137,こめ　［水稲軟めし］　精白米,113,1.8,0.3,26.4,0
01,01090,0138,こめ　［水稲全かゆ］　玄米,64,1.2,0.4,15.2,0
01,01091,0139,こめ　［水稲全かゆ］　半つき米,65,1.1,0.3,15.5,0
01,01092,0140,こめ　［水稲全かゆ］　七分つき米,68,1.1,0.2,15.6,0
01,01093,0141,こめ　［水稲全かゆ］　精白米,65,1.1,0.1,15.7,0
01,01094,0142,こめ　［水稲五分かゆ］　玄米,32,0.6,0.2,7.6,0
01,01095,0143,こめ　［水稲五分かゆ］　半つき米,32,0.6,0.1,7.7,0
01,01096,0144,こめ　［水稲五分かゆ］　七分つき米,32,0.6,0.1,7.7,0
01,01097,0145,こめ　［水稲五分かゆ］　精白米,33,0.5,0.1,7.9,0
01,01098,0146,こめ　［水稲おもゆ］　玄米,19,0.4,0.1,4.4,0
01,01099,0147,こめ　［水稲おもゆ］　半つき米,19,0.3,0.1,4.6,0
01,01100,0148,こめ　［水稲おもゆ］　七分つき米,20,0.3,0.1,4.6,0
01,01101,0149,こめ　［水稲おもゆ］　精白米,19,0.3,0,4.7,0
01,01102,0150,こめ　［陸稲穀粒］　玄米,357,10.1,2.7,71.1,0
01,01103,0151,こめ　［陸稲穀粒］　半つき米,356,9.6,1.8,72.9,0
01,01104,0152,こめ　［陸稲穀粒］　七分つき米,359,9.5,1.5,73.4,0
01,01105,0153,こめ　［陸稲穀粒］　精白米,331,9.3,0.9,74.5,0
01,01106,0154,こめ　［陸稲めし］　玄米,156,4.1,1.0,34.3,0
01,01107,0155,こめ　［陸稲めし］　半つき米,157,3.8,0.6,35.3,0
01,01108,0156,こめ　［陸稲めし］　七分つき米,155,3.6,0.5,35.7,0
01,01109,0157,こめ　［陸稲めし］　精白米,157,3.5,0.3,36.1,0
01,01110,0158,こめ　［うるち米製品］　アルファ化米　一般用,358,6.0,1.0,84.8,0
01,01156,0159,こめ　［うるち米製品］　アルファ化米　学校給食用強化品,358,6.0,1.0,84.8,0
01,01214,0159-1,こめ　［うるち米製品］　水稲全かゆ　レトルト　玄米,45,0.9,0.4,10.6,0
01,01215,0159-2,こめ　［うるち米製品］　水稲全かゆ　レトルト　精白米,37,0.6,0.1,8.6,0
01,01111,0160,こめ　［うるち米製品］　おにぎり,170,2.7,0.3,39.4,0.5
01,01112,0161,こめ　［うるち米製品］　焼きおにぎり,166,3.1,0.3,39.5,1
01,01113,0162,こめ　［うるち米製品］　きりたんぽ,200,3.2,0.4,46.2,0
01,01114,0163,こめ　［うるち米製品］　上新粉,343,6.2,0.9,78.5,0
01,01157,0164,こめ　［うるち米製品］　玄米粉,370,7.1,2.9,84.1,0
01,01158,0165,こめ　［うるち米製品］　米粉,356,6.0,0.7,81.9,0
01,01211,0166,こめ　［うるち米製品］　米粉パン　食パン,247,10.7,5.1,41.6,1.1
01,01212,0167,こめ　［うるち米製品］　米粉パン　ロールパン,256,8.8,6.7,42,0.9
01,01159,0168,こめ　［うるち米製品］　米粉パン　小麦グルテン不使用のもの,247,3.4,3.1,51.3,0.9
01,01160,0169,こめ　［うるち米製品］　米粉めん,252,3.6,0.7,58.4,0.1
01,01115,0170,こめ　［うるち米製品］　ビーフン,360,7.0,1.6,79.9,0
01,01169,0171,こめ　［うるち米製品］　ライスペーパー,339,0.5,0.3,84.3,1.7
01,01116,0172,こめ　［うるち米製品］　米こうじ,260,5.8,1.7,59.2,0
01,01117,0173,こめ　［もち米製品］　もち,223,4.0,0.6,50.8,0
01,01118,0174,こめ　［もち米製品］　赤飯,186,4.3,0.6,41.9,0
01,01119,0175,こめ　［もち米製品］　あくまき,131,2.3,1.8,25.7,0
01,01120,0176,こめ　［もち米製品］　白玉粉,347,6.3,1.0,80.0,0
01,01121,0177,こめ　［もち米製品］　道明寺粉,349,7.1,0.7,80.4,0
01,01161,0178,こめ　［その他］　米ぬか,374,13.4,19.6,48.8,0
01,01122,0179,そば　そば粉　全層粉,339,12.0,3.1,69.6,0
01,01123,0180,そば　そば粉　内層粉,342,6.0,1.6,77.6,0
01,01124,0181,そば　そば粉　中層粉,334,10.2,2.7,71.6,0
01,01125,0182,そば　そば粉　表層粉,337,15.0,3.6,65.1,0
01,01126,0183,そば　そば米,347,9.6,2.5,73.7,0
01,01127,0184,そば　そば　生,271,9.8,1.9,54.5,0
01,01128,0185,そば　そば　ゆで,130,4.8,1.0,26.0,0
01,01197,0186,そば　そば　半生そば,325,10.5,3.8,61.8,0
01,01129,0187,そば　干しそば　乾,344,14.0,2.3,66.7,2.2
01,01130,0188,そば　干しそば　ゆで,113,4.8,0.7,22.1,0.1
01,01131,0189,とうもろこし　玄穀　黄色種,341,8.6,5.0,70.6,0
01,01162,0190,とうもろこし　玄穀　白色種,341,8.6,5.0,70.6,0
01,01132,0191,とうもろこし　コーンミール　黄色種,375,8.3,4.0,72.4,0
01,01163,0192,とうもろこし　コーンミール　白色種,375,8.3,4.0,72.4,0
01,01133,0193,とうもろこし　コーングリッツ　黄色種,352,8.2,1.0,76.4,0
01,01164,0194,とうもろこし　コーングリッツ　白色種,352,8.2,1.0,76.4,0
01,01134,0195,とうもろこし　コーンフラワー　黄色種,347,6.6,2.8,76.1,0
01,01165,0196,とうもろこし　コーンフラワー　白色種,347,6.6,2.8,76.1,0
01,01135,0197,とうもろこし　ジャイアントコーン　フライ　味付け,409,5.7,11.8,76.6,1.1
01,01136,0198,とうもろこし　ポップコーン,472,10.2,22.8,59.6,1.4
01,01137,0199,とうもろこし　コーンフレーク,380,7.8,1.7,83.6,2.1
01,01138,0200,はとむぎ　精白粒,353,13.3,1.3,72.2,0
01,01139,0201,ひえ　精白粒,361,9.4,3.3,73.2,0
01,01140,0202,もろこし　玄穀,344,10.3,4.7,71.1,0
01,01141,0203,もろこし　精白粒,348,9.5,2.6,74.1,0
01,01142,0204,ライむぎ　全粒粉,317,12.7,2.7,70.7,0
01,01143,0205,ライむぎ　ライ麦粉,324,8.5,1.6,75.8,0
02,02068,0206,＜いも類＞　アメリカほどいも　塊根　生,146,5.9,0.6,35.6,0
02,02069,0207,＜いも類＞　アメリカほどいも　塊根　ゆで,144,6.0,0.8,34.5,0
02,02001,0208,＜いも類＞　きくいも　塊茎　生,66,1.9,0.4,14.7,0
02,02041,0209,＜いも類＞　きくいも　塊茎　水煮,51,1.6,0.5,11.3,0
02,02002,0210,＜いも類＞　こんにゃく　精粉,194,3.0,0.1,85.3,0
02,02003,0211,＜いも類＞　こんにゃく　板こんにゃく　精粉こんにゃく,5,0.1,0,2.3,0
02,02004,0212,＜いも類＞　こんにゃく　板こんにゃく　生いもこんにゃく,8,0.1,0.1,3.3,0
02,02042,0213,＜いも類＞　こんにゃく　赤こんにゃく,6,0.1,0,2.5,0
02,02043,0214,＜いも類＞　こんにゃく　凍みこんにゃく　乾,192,3.3,1.4,77.1,0.1
02,02044,0215,＜いも類＞　こんにゃく　凍みこんにゃく　ゆで,42,0.7,0.3,16.8,0
02,02005,0216,＜いも類＞　こんにゃく　しらたき,7,0.2,0,3.0,0
02,02045,0217,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮つき　生,127,0.9,0.5,33.1,0.1
02,02046,0218,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮つき　蒸し,129,0.9,0.2,33.7,0.1
02,02047,0219,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮つき　天ぷら,205,1.4,6.8,38.4,0.1
02,02006,0220,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮なし　生,126,1.2,0.2,31.9,0
02,02007,0221,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮なし　蒸し,131,1.2,0.2,31.9,0
02,02008,0222,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮なし　焼き,151,1.4,0.2,39.0,0
02,02009,0223,＜いも類＞　（さつまいも類）　さつまいも　蒸し切干,277,3.1,0.6,71.9,0
02,02048,0224,＜いも類＞　（さつまいも類）　むらさきいも　塊根　皮なし　生,123,1.2,0.3,31.7,0.1
02,02049,0225,＜いも類＞　（さつまいも類）　むらさきいも　塊根　皮なし　蒸し,122,1.2,0.3,31.4,0.1
02,02010,0226,＜いも類＞　（さといも類）　さといも　球茎　生,53,1.5,0.1,13.1,0
02,02011,0227,＜いも類＞　（さといも類）　さといも　球茎　水煮,52,1.5,0.1,13.4,0
02,02012,0228,＜いも類＞　（さといも類）　さといも　球茎　冷凍,56,2.2,0.1,16.0 ,0
02,02050,0229,＜いも類＞　（さといも類）　セレベス　球茎　生,80,2.2,0.3,19.8,0
02,02051,0230,＜いも類＞　（さといも類）　セレベス　球茎　水煮,77,2.1,0.3,19.1,0
02,02052,0231,＜いも類＞　（さといも類）　たけのこいも　球茎　生,97,1.7,0.4,23.5,0
02,02053,0232,＜いも類＞　（さといも類）　たけのこいも　球茎　水煮,86,1.6,0.4,21.8,0
02,02013,0233,＜いも類＞　（さといも類）　みずいも　球茎　生,111,0.7,0.4,27.6,0
02,02014,0234,＜いも類＞　（さといも類）　みずいも　球茎　水煮,101,0.7,0.4,26.1,0
02,02015,0235,＜いも類＞　（さといも類）　やつがしら　球茎　生,94,3.0,0.7,20.5,0
02,02016,0236,＜いも類＞　（さといも類）　やつがしら　球茎　水煮,92,2.7,0.6,20.0,0
02,02063,0237,＜いも類＞　じゃがいも　塊茎　皮つき　生,51,1.8,0.1,15.9,0
02,02064,0238,＜いも類＞　じゃがいも　塊茎　皮つき　電子レンジ調理,78,2.1,0.2,19.2,0
02,02065,0239,＜いも類＞　じゃがいも　塊茎　皮つき　フライドポテト　（生を揚げたもの）,153,2.7,5.6,25.4,0
02,02017,0240,＜いも類＞　じゃがいも　塊茎　皮なし　生,59,1.8,0.1,17.3,0
02,02019,0241,＜いも類＞　じゃがいも　塊茎　皮なし　水煮,71,1.7,0.1,16.9,0
02,02018,0242,＜いも類＞　じゃがいも　塊茎　皮なし　蒸し,76,1.9,0.3,18.1,0
02,02066,0243,＜いも類＞　じゃがいも　塊茎　皮なし　電子レンジ調理,78,1.9,0.1,19.0,0
02,02067,0244,＜いも類＞　じゃがいも　塊茎　皮なし　フライドポテト　（生を揚げたもの）,159,2.7,5.9,26.2,0
02,02020,0245,＜いも類＞　じゃがいも　塊茎　皮なし　フライドポテト　（市販冷凍食品を揚げたもの）,229,2.9,10.6,32.4,0
02,02021,0246,＜いも類＞　じゃがいも　乾燥マッシュポテト,347,6.6,0.6,82.8,0.2
02,02054,0247,＜いも類＞　ヤーコン　塊根　生,52,0.6,0.3,12.4,0
02,02055,0248,＜いも類＞　ヤーコン　塊根　水煮,42,0.6,0.3,9.9,0
02,02022,0249,＜いも類＞　（やまのいも類）　ながいも　いちょういも　塊根　生,108,4.5,0.5,22.6,0
02,02023,0250,＜いも類＞　（やまのいも類）　ながいも　ながいも　塊根　生,64,2.2,0.3,13.9,0
02,02024,0251,＜いも類＞　（やまのいも類）　ながいも　ながいも　塊根　水煮,58,2.0,0.3,12.6,0
02,02025,0252,＜いも類＞　（やまのいも類）　ながいも　やまといも　塊根　生,119,4.5,0.2,27.1,0
02,02026,0253,＜いも類＞　（やまのいも類）　じねんじょ　塊根　生,118,2.8,0.7,26.7,0
02,02027,0254,＜いも類＞　（やまのいも類）　だいじょ　塊根　生,102,2.6,0.1,25.0,0.1
02,02070,0255,＜でん粉・でん粉製品＞　（でん粉類）　おおうばゆりでん粉,327,0.1,0.1,83.6,0
02,02028,0256,＜でん粉・でん粉製品＞　（でん粉類）　キャッサバでん粉,354,0.1,0.2,85.3,0
02,02029,0257,＜でん粉・でん粉製品＞　（でん粉類）　くずでん粉,356,0.2,0.2,85.6,0
02,02030,0258,＜でん粉・でん粉製品＞　（でん粉類）　米でん粉,375,0.2,0.7,89.3,0
02,02031,0259,＜でん粉・でん粉製品＞　（でん粉類）　小麦でん粉,360,0.2,0.5,86.0,0
02,02032,0260,＜でん粉・でん粉製品＞　（でん粉類）　サゴでん粉,357,0.1,0.2,86.1,0
02,02033,0261,＜でん粉・でん粉製品＞　（でん粉類）　さつまいもでん粉,340,0.1,0.2,82.0,0
02,02034,0262,＜でん粉・でん粉製品＞　（でん粉類）　じゃがいもでん粉,338,0.1,0.1,81.6,0
02,02035,0263,＜でん粉・でん粉製品＞　（でん粉類）　とうもろこしでん粉,363,0.1,0.7,86.3,0
02,02036,0264,＜でん粉・でん粉製品＞　（でん粉製品）　くずきり　乾,341,0.2,0.2,87.7,0
02,02037,0265,＜でん粉・でん粉製品＞　（でん粉製品）　くずきり　ゆで,133,0.1,0.1,33.3,0
02,02056,0266,＜でん粉・でん粉製品＞　（でん粉製品）　ごま豆腐,75,1.5,4.3,9.1,0
02,02038,0267,＜でん粉・でん粉製品＞　（でん粉製品）　タピオカパール　乾,352,0,0.2,87.8,0
02,02057,0268,＜でん粉・でん粉製品＞　（でん粉製品）　タピオカパール　ゆで,61,0,0,15.4,0
02,02058,0269,＜でん粉・でん粉製品＞　（でん粉製品）　でん粉めん　生,129,0.1,0.2,32.2,0
02,02059,0270,＜でん粉・でん粉製品＞　（でん粉製品）　でん粉めん　乾,347,0.2,0.3,86.7,0.1
02,02060,0271,＜でん粉・でん粉製品＞　（でん粉製品）　でん粉めん　乾　ゆで,83,0,0.2,20.6,0
02,02039,0272,＜でん粉・でん粉製品＞　（でん粉製品）　はるさめ　緑豆はるさめ　乾,344,0.2,0.4,87.5,0
