食品群,食品番号,索引番号,食品名　100gあたり栄養素,エネルギー kcal,たんぱく質 g,脂質 g,炭水化物 g,食塩相当量 g
11,11234,1910,＜鳥肉類＞　にわとり　［副品目］　皮　むね　生,466,9.4,48.1,0,0.1
11,11235,1911,＜鳥肉類＞　にわとり　［副品目］　皮　もも　生,474,6.6,51.6,0,0.1
11,11236,1912,＜鳥肉類＞　にわとり　［副品目］　なんこつ（胸肉）　生,54,12.5,0.4,0.4,1
11,11237,1913,＜鳥肉類＞　にわとり　［その他］　焼き鳥缶詰,173,18.4,7.8,8.2,2.2
11,11292,1914,＜鳥肉類＞　にわとり　［その他］　チキンナゲット,235,15.5,13.7,14.9,1.6
11,11293,1915,＜鳥肉類＞　にわとり　［その他］　つくね,235,15.2,15.2,9.3,1.8
11,11238,1916,＜鳥肉類＞　はと　肉　皮なし　生,131,21.8,5.1,0.3,0.2
11,11240,1917,＜鳥肉類＞　ほろほろちょう　肉　皮なし　生,98,22.5,1.0,0.2,0.2
11,11241,1918,＜その他＞　いなご　つくだ煮,243,26.3,1.4,32.3,4.8
11,11242,1919,＜その他＞　かえる　肉　生,92,22.3,0.4,0.3,0.1
11,11243,1920,＜その他＞　すっぽん　肉　生,175,16.4,13.4,0.5,0.2
11,11244,1921,＜その他＞　はち　はちの子缶詰,239,16.2,7.2,30.2,1.7
12,12020,1922,あひる卵　ピータン,188,13.7,16.5,0,2
12,12001,1923,うこっけい卵　全卵　生,154,12.0,13.0,0.4,0.4
12,12002,1924,うずら卵　全卵　生,157,12.6,13.1,0.3,0.3
12,12003,1925,うずら卵　水煮缶詰,162,11.0,14.1,0.6,0.5
12,12004,1926,鶏卵　全卵　生,142,12.2,10.2,0.4,0.4
12,12005,1927,鶏卵　全卵　ゆで,134,12.5,10.4,0.3,0.3
12,12006,1928,鶏卵　全卵　ポーチドエッグ,145,12.3,11.7,0.2,0.3
12,12021,1929,鶏卵　全卵　目玉焼き,205,14.8,17.6,0.3,0.5
12,12022,1930,鶏卵　全卵　いり,190,13.3,16.7,0.3,0.4
12,12023,1931,鶏卵　全卵　素揚げ,321,14.3,31.9,0.3,0.5
12,12007,1932,鶏卵　全卵　水煮缶詰,131,10.8,10.6,0,0.8
12,12008,1933,鶏卵　全卵　加糖全卵,199,9.8,10.6,20.7,0.3
12,12009,1934,鶏卵　全卵　乾燥全卵,542,49.1,42.0,0.2,1.2
12,12010,1935,鶏卵　卵黄　生,336,16.5,34.3,0.2,0.1
12,12011,1936,鶏卵　卵黄　ゆで,330,16.1,34.1,0.2,0.1
12,12012,1937,鶏卵　卵黄　加糖卵黄,327,12.1,23.9,20.7,0.1
12,12013,1938,鶏卵　卵黄　乾燥卵黄,638,30.3,62.9,0.2,0.2
12,12014,1939,鶏卵　卵白　生,44,10.1,0,0.5,0.5
12,12015,1940,鶏卵　卵白　ゆで,46,10.5,0.1,0.4,0.4
12,12016,1941,鶏卵　卵白　乾燥卵白,350,86.5,0.4,0.2,3.3
12,12017,1942,鶏卵　たまご豆腐,76,6.5,5.3,0.9,1
12,12018,1943,鶏卵　たまご焼　厚焼きたまご,146,10.5,9.2,6.5,1.2
12,12019,1944,鶏卵　たまご焼　だし巻きたまご,123,11,9.2,0.5,1.2
13,13001,1945,＜牛乳及び乳製品＞　（液状乳類）　生乳　ジャージー種,77,3.9,5.2,4.7,0.1
13,13002,1946,＜牛乳及び乳製品＞　（液状乳類）　生乳　ホルスタイン種,63,3.2,3.7,4.7,0.1
13,13003,1947,＜牛乳及び乳製品＞　（液状乳類）　普通牛乳,61,3.3,3.8,4.8,0.1
13,13006,1948,＜牛乳及び乳製品＞　（液状乳類）　脱脂乳,31,3.4,0.1,4.8,0.1
13,13004,1949,＜牛乳及び乳製品＞　（液状乳類）　加工乳　濃厚,70,3.4,4.2,5.3,0.1
13,13005,1950,＜牛乳及び乳製品＞　（液状乳類）　加工乳　低脂肪,42,3.8,1.0,5.5,0.2
13,13059,1951,＜牛乳及び乳製品＞　（液状乳類）　乳児用液体ミルク,66,1.5,3.6,7.1,0
13,13007,1952,＜牛乳及び乳製品＞　（液状乳類）　乳飲料　コーヒー,56,2.2,2.0,7.2,0.1
13,13008,1953,＜牛乳及び乳製品＞　（液状乳類）　乳飲料　フルーツ,46,1.2,0.2,9.9,0.1
13,13009,1954,＜牛乳及び乳製品＞　（粉乳類）　全粉乳,490,25.5,26.2,39.3,1.1
13,13010,1955,＜牛乳及び乳製品＞　（粉乳類）　脱脂粉乳,354,34.0,1.0,53.3,1.4
13,13011,1956,＜牛乳及び乳製品＞　（粉乳類）　乳児用調製粉乳,510,12.4,26.8,55.9,0.4
13,13012,1957,＜牛乳及び乳製品＞　（練乳類）　無糖練乳,135,6.8,7.9,11.2,0.4
13,13013,1958,＜牛乳及び乳製品＞　（練乳類）　加糖練乳,314,7.7,8.5,56.0,0.2
13,13014,1959,＜牛乳及び乳製品＞　（クリーム類）　クリーム　乳脂肪,404,1.9,43.0,6.5,0.1
13,13015,1960,＜牛乳及び乳製品＞　（クリーム類）　クリーム　乳脂肪・植物性脂肪,388,4.4,42.1,3.0,0.4
13,13016,1961,＜牛乳及び乳製品＞　（クリーム類）　クリーム　植物性脂肪,353,1.3,39.5,3.3,0.1
13,13017,1962,＜牛乳及び乳製品＞　（クリーム類）　ホイップクリーム　乳脂肪,409,1.8,40.7,12.9,0.1
13,13018,1963,＜牛乳及び乳製品＞　（クリーム類）　ホイップクリーム　乳脂肪・植物性脂肪,394,4.0,38.4,12.9,0.3
13,13019,1964,＜牛乳及び乳製品＞　（クリーム類）　ホイップクリーム　植物性脂肪,399,6.3,36.1,12.9,0.6
13,13020,1965,＜牛乳及び乳製品＞　（クリーム類）　コーヒーホワイトナー　液状　乳脂肪,205,5.2,18.3,5.5,0.4
13,13021,1966,＜牛乳及び乳製品＞　（クリーム類）　コーヒーホワイトナー　液状　乳脂肪・植物性脂肪,227,4.8,21.6,3.7,0.4
13,13022,1967,＜牛乳及び乳製品＞　（クリーム類）　コーヒーホワイトナー　液状　植物性脂肪,244,4.3,24.8,1.8,0.4
13,13023,1968,＜牛乳及び乳製品＞　（クリーム類）　コーヒーホワイトナー　粉末状　乳脂肪,504,7.6,27.3,60.4,0.9
13,13024,1969,＜牛乳及び乳製品＞　（クリーム類）　コーヒーホワイトナー　粉末状　植物性脂肪,542,2.1,36.2,56.4,1.8
13,13025,1970,＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　全脂無糖,56,3.6,3.0,4.9,0.1
13,13053,1971,＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　低脂肪無糖,40,3.7,1.0,5.2,0.1
13,13054,1972,＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　無脂肪無糖,37,4.0,0.3,5.7,0.1
13,13026,1973,＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　脱脂加糖,65,4.3,0.2,11.9,0.2
13,13027,1974,＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　ドリンクタイプ　加糖,64,2.9,0.5,12.2,0.1
13,13028,1975,＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　乳酸菌飲料　乳製品,64,1.1,0.1,16.4,0
13,13029,1976,＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　乳酸菌飲料　殺菌乳製品,217,1.5,0.1,52.6,0
13,13030,1977,＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　乳酸菌飲料　非乳製品,39,0.4,0.1,10.0,0
13,13031,1978,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　エダム,321,28.9,25.0,1.4,2
13,13032,1979,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　エメンタール,398,27.3,33.6,1.6,1.3
13,13033,1980,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　カテージ,99,13.3,4.5,1.9,1
13,13034,1981,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　カマンベール,291,19.1,24.7,0.9,2
13,13035,1982,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　クリーム,313,8.2,33.0,2.3,0.7
13,13036,1983,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　ゴーダ,356,25.8,29.0,1.4,2
13,13037,1984,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　チェダー,390,25.7,33.8,1.4,2
13,13038,1985,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　パルメザン,445,44.0,30.8,1.9,3.8
13,13039,1986,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　ブルー,326,18.8,29.0,1.0,3.8
13,13055,1987,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　マスカルポーネ,273,4.4,28.2,4.3,0.1
13,13056,1988,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　モッツァレラ,269,18.4,19.9,4.2,0.2
13,13057,1989,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　やぎ,280,20.6,21.7,2.7,1.2
13,13058,1990,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　リコッタ,159,7.1,11.5,6.7,0.4
13,13040,1991,＜牛乳及び乳製品＞　（チーズ類）　プロセスチーズ,313,22.7,26.0,1.3,2.8
13,13041,1992,＜牛乳及び乳製品＞　（チーズ類）　チーズスプレッド,284,15.9,25.7,0.6,2.5
13,13042,1993,＜牛乳及び乳製品＞　（アイスクリーム類）　アイスクリーム　高脂肪,205,3.5,12.0,22.4,0.2
13,13043,1994,＜牛乳及び乳製品＞　（アイスクリーム類）　アイスクリーム　普通脂肪,178,3.9,8.0,23.2,0.3
13,13044,1995,＜牛乳及び乳製品＞　（アイスクリーム類）　アイスミルク,167,3.4,6.4,23.9,0.2
13,13045,1996,＜牛乳及び乳製品＞　（アイスクリーム類）　ラクトアイス　普通脂肪,217,3.1,13.6,22.2,0.2
13,13046,1997,＜牛乳及び乳製品＞　（アイスクリーム類）　ラクトアイス　低脂肪,108,1.8,2.0,20.6,0.1
13,13047,1998,＜牛乳及び乳製品＞　（アイスクリーム類）　ソフトクリーム,146,3.8,5.6,20.1,0.2
13,13048,1999,＜牛乳及び乳製品＞　（その他）　カゼイン,358,86.2,1.5,0,0
13,13049,2000,＜牛乳及び乳製品＞　（その他）　シャーベット,128,0.9,1.0,28.7,0
13,13050,2001,＜牛乳及び乳製品＞　（その他）　チーズホエーパウダー,339,12.5,1.2,77.0,1.8
13,13051,2002,＜その他＞　人乳,61,1.1,3.5,7.2,0
13,13052,2003,＜その他＞　やぎ乳,57,3.1,3.6,4.5,0.1
14,14023,2004,（植物油脂類）　あまに油,897,0,100,0,0
14,14024,2005,（植物油脂類）　えごま油,897,0,100,0,0
14,14001,2006,（植物油脂類）　オリーブ油,894,0,100,0,0
14,14002,2007,（植物油脂類）　ごま油,890,0,100,0,0
14,14003,2008,（植物油脂類）　米ぬか油,880,0,100,0,0
14,14004,2009,（植物油脂類）　サフラワー油　ハイオレイック,892,0,100,0,0
14,14025,2010,（植物油脂類）　サフラワー油　ハイリノール,883,0,100,0,0
14,14005,2011,（植物油脂類）　大豆油,885,0,100,0,0
14,14006,2012,（植物油脂類）　調合油,886,0,100,0,0
14,14007,2013,（植物油脂類）　とうもろこし油,884,0,100,0,0
14,14008,2014,（植物油脂類）　なたね油,887,0,100,0,0
14,14009,2015,（植物油脂類）　パーム油,887,0,100,0,0
14,14010,2016,（植物油脂類）　パーム核油,893,0,100,0,0
14,14011,2017,（植物油脂類）　ひまわり油　ハイリノール,899,0,100,0,0
14,14026,2018,（植物油脂類）　ひまわり油　ミッドオレイック,892,0,100,0,0
14,14027,2019,（植物油脂類）　ひまわり油　ハイオレイック,899,0,100,0,0
14,14028,2020,（植物油脂類）　ぶどう油,882,0,100,0,0
14,14012,2021,（植物油脂類）　綿実油,883,0,100,0,0
14,14013,2022,（植物油脂類）　やし油,889,0,100,0,0
14,14014,2023,（植物油脂類）　落花生油,882,0,100,0,0
14,14015,2024,（動物油脂類）　牛脂,869,0.2,99.8,0,0
14,14032,2025,（動物油脂類）　たらのあぶら,853,0.1,99.8,0,0
14,14016,2026,（動物油脂類）　ラード,885,0,100,0,0
14,14017,2027,（バター類）　無発酵バター　有塩バター,700,0.6,81.0,0.2,1.9
14,14018,2028,（バター類）　無発酵バター　食塩不使用バター,720,0.5,83.0,0.2,0
14,14019,2029,（バター類）　発酵バター　有塩バター,713,0.6,80.0,4.4,1.3
14,14020,2030,（マーガリン類）　マーガリン　家庭用　有塩,715,0.4,83.1,0.5,1.3
14,14033,2031,（マーガリン類）　マーガリン　家庭用　無塩,715,0.4,83.1,0.5,0
14,14029,2032,（マーガリン類）　マーガリン　業務用　有塩,740,0.3,84.3,0.1,1.3
14,14034,2033,（マーガリン類）　マーガリン　業務用　無塩,740,0.3,84.3,0.1,0
14,14021,2034,（マーガリン類）　ファットスプレッド,579,0.2,69.1,0,1.1
14,14022,2035,（その他）　ショートニング　家庭用,889,0,99.9,0,0
14,14030,2036,（その他）　ショートニング　業務用　製菓,881,0,99.9,0,0
14,14031,2037,（その他）　ショートニング　業務用　フライ,886,0,99.9,0,0
15,15001,2038,＜和生菓子・和半生菓子類＞　甘納豆　あずき,283,3.4,0.3,69.5,0.1
15,15002,2039,＜和生菓子・和半生菓子類＞　甘納豆　いんげんまめ,288,3.8,0.5,69.9,0.1
15,15003,2040,＜和生菓子・和半生菓子類＞　甘納豆　えんどう,293,3.8,0.4,72.2,0.1
15,15005,2041,＜和生菓子・和半生菓子類＞　今川焼　こしあん入り,217,4.5,1.1,48.3,0.1
15,15145,2042,＜和生菓子・和半生菓子類＞　今川焼　つぶしあん入り,220,4.5,1.4,48.2,0.2
15,15146,2043,＜和生菓子・和半生菓子類＞　今川焼　カスタードクリーム入り,224,4.7,2.6,46.7,0.1
15,15006,2044,＜和生菓子・和半生菓子類＞　ういろう　白,181,1,0.2,44.2,0
15,15147,2045,＜和生菓子・和半生菓子類＞　ういろう　黒,174,1.5,0.2,42.7,0
15,15007,2046,＜和生菓子・和半生菓子類＞　うぐいすもち　こしあん入り,236,3.5,0.4,55.8,0.1
15,15148,2047,＜和生菓子・和半生菓子類＞　うぐいすもち　つぶしあん入り,237,2.7,0.4,56.8,0.1
15,15008,2048,＜和生菓子・和半生菓子類＞　かしわもち　こしあん入り,203,4,0.4,46.7,0.1
15,15149,2049,＜和生菓子・和半生菓子類＞　かしわもち　つぶしあん入り,204,3.9,0.5,46.6,0.2
15,15009,2050,＜和生菓子・和半生菓子類＞　カステラ,313,7.1,5,61.8,0.2
15,15010,2051,＜和生菓子・和半生菓子類＞　かのこ,260,4.8,0.4,60.4,0.1
15,15011,2052,＜和生菓子・和半生菓子類＞　かるかん,226,2.1,0.3,54.8,0
15,15012,2053,＜和生菓子・和半生菓子類＞　きび団子,298,1.6,0.2,73.7,0
15,15013,2054,＜和生菓子・和半生菓子類＞　ぎゅうひ,253,1.3,0.2,62.4,0
15,15014,2055,＜和生菓子・和半生菓子類＞　きりざんしょ,245,2.1,0.3,59.3,0.2
15,15015,2056,＜和生菓子・和半生菓子類＞　きんぎょく糖,282,0,0,71.9,0
15,15016,2057,＜和生菓子・和半生菓子類＞　きんつば,260,6,0.7,58.6,0.3
15,15017,2058,＜和生菓子・和半生菓子類＞　草もち　こしあん入り,224,4.2,0.4,52.1,0
15,15150,2059,＜和生菓子・和半生菓子類＞　草もち　つぶしあん入り,227,4.8,0.7,51.1,0.1
15,15018,2060,＜和生菓子・和半生菓子類＞　くし団子　あん　こしあん入り,198,3.8,0.4,45.4,0.1
15,15151,2061,＜和生菓子・和半生菓子類＞　くし団子　あん　つぶしあん入り,199,3.8,0.5,45.4,0.1
15,15019,2062,＜和生菓子・和半生菓子類＞　くし団子　みたらし,194,3.2,0.4,44.9,0.6
15,15121,2063,＜和生菓子・和半生菓子類＞　くずもち　関西風　くずでん粉製品,93,0.1,0.1,22.5,0
15,15122,2064,＜和生菓子・和半生菓子類＞　くずもち　関東風　小麦でん粉製品,94,0.1,0.1,22.4,0
15,15020,2065,＜和生菓子・和半生菓子類＞　げっぺい,348,4.7,8.5,65.5,0
15,15123,2066,＜和生菓子・和半生菓子類＞　五平もち,178,3,0.5,40.9,0.6
15,15022,2067,＜和生菓子・和半生菓子類＞　桜もち　関西風　こしあん入り,196,3.5,0.3,46,0.1
15,15153,2068,＜和生菓子・和半生菓子類＞　桜もち　関西風　つぶしあん入り,197,3,0.3,46.5,0.1
15,15021,2069,＜和生菓子・和半生菓子類＞　桜もち　関東風　こしあん入り,235,4.5,0.4,54.2,0.1
15,15152,2070,＜和生菓子・和半生菓子類＞　桜もち　関東風　つぶしあん入り,237,4.2,0.6,54.4,0.1
15,15124,2071,＜和生菓子・和半生菓子類＞　笹だんご　こしあん入り,227,4,0.5,54.6,0
15,15154,2072,＜和生菓子・和半生菓子類＞　笹だんご　つぶしあん入り,228,4.7,0.6,53.8,0.1
15,15143,2073,＜和生菓子・和半生菓子類＞　ずんだあん,190,6.3,3.4,36.6,0.2
15,15144,2074,＜和生菓子・和半生菓子類＞　ずんだもち,212,4.9,1.7,45.1,0.1
15,15023,2075,＜和生菓子・和半生菓子類＞　大福もち　こしあん入り,223,4.6,0.5,53.2,0.1
15,15155,2076,＜和生菓子・和半生菓子類＞　大福もち　つぶしあん入り,223,4.7,0.6,52.8,0.1
15,15024,2077,＜和生菓子・和半生菓子類＞　タルト　（和菓子）,288,5.9,3,60.7,0.1
15,15025,2078,＜和生菓子・和半生菓子類＞　ちまき,150,1.3,0.2,36.5,0
15,15026,2079,＜和生菓子・和半生菓子類＞　ちゃつう,320,6.2,4.3,66.4,0
15,15156,2080,＜和生菓子・和半生菓子類＞　どら焼　こしあん入り,282,6.6,3.1,58.4,0.3
15,15027,2081,＜和生菓子・和半生菓子類＞　どら焼　つぶしあん入り,292,6.6,3.2,57.9,0.4
15,15157,2082,＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　こしあん入り,274,3.6,0.3,65.4,0
15,15004,2083,＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　こしあん・つぶしあん混合,274,3.5,0.3,65.5,0
15,15158,2084,＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　つぶしあん入り,275,3.7,0.5,65.1,0.1
15,15028,2085,＜和生菓子・和半生菓子類＞　ねりきり,259,5.3,0.3,60.1,0
15,15029,2086,＜和生菓子・和半生菓子類＞　まんじゅう　カステラまんじゅう　こしあん入り,292,6.7,2.1,62.6,0.1
15,15159,2087,＜和生菓子・和半生菓子類＞　まんじゅう　カステラまんじゅう　つぶしあん入り,292,6.9,2.3,62.2,0.2
15,15160,2088,＜和生菓子・和半生菓子類＞　まんじゅう　かるかんまんじゅう　こしあん入り,226,3,0.3,53.8,0.1
15,15161,2089,＜和生菓子・和半生菓子類＞　まんじゅう　かるかんまんじゅう　つぶしあん入り,226,3.1,0.4,53.6,0.2
15,15030,2090,＜和生菓子・和半生菓子類＞　まんじゅう　くずまんじゅう　こしあん入り,216,3.1,0.2,51.4,0.1
15,15162,2091,＜和生菓子・和半生菓子類＞　まんじゅう　くずまんじゅう　つぶしあん入り,218,1.3,0.1,53.4,0.2
15,15031,2092,＜和生菓子・和半生菓子類＞　まんじゅう　くりまんじゅう　こしあん入り,296,6.5,1.4,68.1,0.1
15,15163,2093,＜和生菓子・和半生菓子類＞　まんじゅう　くりまんじゅう　つぶしあん入り,295,6.7,1.6,67,0.2
15,15032,2094,＜和生菓子・和半生菓子類＞　まんじゅう　とうまんじゅう　こしあん入り,299,6.8,3.1,61.6,0.1
15,15164,2095,＜和生菓子・和半生菓子類＞　まんじゅう　とうまんじゅう　つぶしあん入り,294,6.9,3.3,61.3,0.2
15,15033,2096,＜和生菓子・和半生菓子類＞　まんじゅう　蒸しまんじゅう　こしあん入り,254,4.6,0.5,59.5,0.2
15,15165,2097,＜和生菓子・和半生菓子類＞　まんじゅう　蒸しまんじゅう　つぶしあん入り,257,4.7,0.7,59.1,0.2
15,15034,2098,＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　あんまん　こしあん入り,273,6.1,5.6,51.3,0
15,15166,2099,＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　あんまん　つぶしあん入り,279,6.2,6,51.3,0.1
15,15035,2100,＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　肉まん,242,10,5.1,43.4,1.2
15,15036,2101,＜和生菓子・和半生菓子類＞　もなか　こしあん入り,277,4.9,0.3,65.5,0
15,15167,2102,＜和生菓子・和半生菓子類＞　もなか　つぶしあん入り,278,6.4,0.7,63.3,0.2
15,15037,2103,＜和生菓子・和半生菓子類＞　ゆべし,321,2.4,3.5,71.2,0.6
15,15038,2104,＜和生菓子・和半生菓子類＞　ようかん　練りようかん,289,3.6,0.2,69.9,0
15,15039,2105,＜和生菓子・和半生菓子類＞　ようかん　水ようかん,168,2.6,0.2,39.9,0.1
15,15040,2106,＜和生菓子・和半生菓子類＞　ようかん　蒸しようかん,237,4.4,0.3,55.4,0.2
15,15041,2107,＜和干菓子類＞　あめ玉,385,0,0,97.5,0
15,15042,2108,＜和干菓子類＞　芋かりんとう,465,1.4,20.6,71.3,0
15,15043,2109,＜和干菓子類＞　おこし,376,3.8,0.7,90.2,0.2
15,15044,2110,＜和干菓子類＞　おのろけ豆,438,11.3,13.6,70.2,1
15,15045,2111,＜和干菓子類＞　かりんとう　黒,420,7.5,11.6,76.3,0
15,15046,2112,＜和干菓子類＞　かりんとう　白,423,9.7,11.2,76.2,0
15,15047,2113,＜和干菓子類＞　ごかぼう,367,10.6,6.4,71.7,0
15,15048,2114,＜和干菓子類＞　小麦粉せんべい　磯部せんべい,377,4.3,0.8,89.3,1.3
15,15049,2115,＜和干菓子類＞　小麦粉せんべい　かわらせんべい,390,7,3.2,84.9,0.1
15,15050,2116,＜和干菓子類＞　小麦粉せんべい　巻きせんべい,386,4.3,1.4,90.4,0.1
15,15051,2117,＜和干菓子類＞　小麦粉せんべい　南部せんべい　ごま入り,423,11.2,11.1,72,1.1
15,15052,2118,＜和干菓子類＞　小麦粉せんべい　南部せんべい　落花生入り,421,11.7,9.5,73.9,0.9
15,15053,2119,＜和干菓子類＞　しおがま,348,2.6,0.2,85.5,1.5
15,15056,2120,＜和干菓子類＞　ひなあられ　関西風,385,8,1.4,85.8,1.7
15,15055,2121,＜和干菓子類＞　ひなあられ　関東風,380,9.6,2.8,80.7,1.5
15,15057,2122,＜和干菓子類＞　米菓　揚げせんべい,458,5.6,17.4,71.3,1.2
15,15058,2123,＜和干菓子類＞　米菓　甘辛せんべい,374,6.7,0.9,86.2,1.2
15,15059,2124,＜和干菓子類＞　米菓　あられ,378,7.5,1,84.9,1.7
15,15060,2125,＜和干菓子類＞　米菓　しょうゆせんべい,368,7.3,1,83.9,1.3
15,15061,2126,＜和干菓子類＞　ボーロ　小粒,391,2.5,2.1,90.6,0.1
15,15062,2127,＜和干菓子類＞　ボーロ　そばボーロ,398,7.7,3.4,86.1,0.3
15,15063,2128,＜和干菓子類＞　松風,378,4,0.7,89.7,0.1
15,15064,2129,＜和干菓子類＞　みしま豆,402,12.3,8.6,75.8,0
15,15065,2130,＜和干菓子類＞　八つ橋,390,3.3,0.5,94.2,0
15,15066,2131,＜和干菓子類＞　らくがん　らくがん,384,2.4,0.2,94.3,0
15,15067,2132,＜和干菓子類＞　らくがん　麦らくがん,396,4.8,1.8,90.4,0
15,15068,2133,＜和干菓子類＞　らくがん　もろこしらくがん,374,6.6,0.3,89.9,0.3
15,15125,2134,＜菓子パン類＞　揚げパン,369,8.7,18.7,43.5,1.1
15,15069,2135,＜菓子パン類＞　あんパン　こしあん入り,267,6.8,3.6,53.5,0.3
15,15168,2136,＜菓子パン類＞　あんパン　つぶしあん入り,266,7,3.8,53,0.3
15,15126,2137,＜菓子パン類＞　あんパン　薄皮タイプ　こしあん入り,256,6.6,3.5,51.9,0.1
15,15169,2138,＜菓子パン類＞　あんパン　薄皮タイプ　つぶしあん入り,258,6.8,3.7,51.4,0.2
15,15127,2139,＜菓子パン類＞　カレーパン　皮及び具,302,6.6,18.3,32.3,1.2
15,15128,2140,＜菓子パン類＞　カレーパン　皮のみ,363,7.2,22.4,38.4,1
15,15129,2141,＜菓子パン類＞　カレーパン　具のみ,168,5.3,9.3,18.8,1.8
15,15070,2142,＜菓子パン類＞　クリームパン,286,7.9,7.4,48.3,0.4
15,15130,2143,＜菓子パン類＞　クリームパン　薄皮タイプ,218,6,7.1,33.9,0.2
15,15071,2144,＜菓子パン類＞　ジャムパン,285,5.3,3.9,58.1,0.3
15,15072,2145,＜菓子パン類＞　チョココロネ,320,5.8,15.3,44.4,0.4
15,15131,2146,＜菓子パン類＞　チョコパン　薄皮タイプ,340,4.7,19.4,40,0.4
15,15132,2147,＜菓子パン類＞　メロンパン,349,8.0,10.5,59.9,0.5
15,15181,2148,＜菓子パン類＞　菓子パン　あんなし,294,8.2,6.1,54.1,0.5
15,15073,2149,＜ケーキ・ペストリー類＞　シュークリーム,211,6,11.4,25.5,0.2
15,15074,2150,＜ケーキ・ペストリー類＞　スポンジケーキ,283,7.9,7.5,52.1,0.2
15,15075,2151,＜ケーキ・ペストリー類＞　ショートケーキ　果実なし,318,6.9,15.2,42.3,0.2
15,15170,2152,＜ケーキ・ペストリー類＞　ショートケーキ　いちご,314,6.9,14.7,42.7,0.2
15,15133,2153,＜ケーキ・ペストリー類＞　タルト　（洋菓子）,247,4.7,13.5,30.5,0.2
15,15134,2154,＜ケーキ・ペストリー類＞　チーズケーキ　ベイクドチーズケーキ,299,8.5,21.2,23.3,0.5
15,15135,2155,＜ケーキ・ペストリー類＞　チーズケーキ　レアチーズケーキ,349,5.8,27.5,22.5,0.5
15,15182,2156,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　プレーン,382,6.2,26.3,35.1,0.8
15,15076,2157,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　プレーン　,440,6.5,34,33.2,0.5
15,15183,2158,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　こしあん,330,6,15.6,44.9,0.5
15,15184,2159,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　つぶしあん,323,6,15.7,42.9,0.5
15,15171,2160,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　こしあん,384,6.5,21.3,46.1,0.3
15,15172,2161,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　つぶしあん,387,6.6,22,45.2,0.4
15,15185,2162,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　カスタードクリーム,304,5.8,19.3,31.2,0.5
15,15173,2163,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　カスタードクリーム,417,7.3,29.6,36.6,0.5
15,15077,2164,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　プレーン,379,7.2,20.2,43.9,0.8
15,15174,2165,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　こしあん,341,6.8,12.6,52.2,0.5
15,15175,2166,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　つぶしあん,341,7,13,51.5,0.6
15,15176,2167,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　カスタードクリーム,371,7.7,18.9,44.6,0.6
15,15078,2168,＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　プレーン,367,7.2,11.7,60.2,0.4
